origin_uic,destination_uic,distance_km,duration_minutes,line_code,line_status
87109306,87286518,2.59,1,265029,DEC NV
87111278,87382200,0.08,1,979000,EXPLOITE
87111849,87116731,10.23,7,70000,EXPLOITE
87111849,87171926,96.3,29,TGV,TGV
87111849,87271494,21.46,11,TGV,TGV
87111849,87318964,571.21,155,TGV,TGV
87111849,87393702,41.42,31,TGV,TGV
87111849,87396002,214.38,196,TGV,TGV
87111849,87545244,35.54,29,TGV,TGV
87111849,87571240,224.88,128,TGV,TGV
87111849,87694109,266.8,72,TGV,TGV
87111849,87713040,239.47,88,TGV,TGV
87111849,87713131,180.51,52,TGV,TGV
87111849,87723197,379.49,107,TGV,TGV
87111849,87725705,324.27,86,TGV,TGV
87111849,87741009,436.55,176,TGV,TGV
87111849,87762906,390.43,105,TGV,TGV
87111849,87763029,462.31,126,TGV,TGV
87111864,87783548,10.07,7,723000,EXPLOITE
87113001,87141002,280.34,91,TGV,TGV
87113001,87142109,278.62,74,TGV,TGV
87113001,87147322,213.07,60,TGV,TGV
87113001,87171009,128.59,46,TGV,TGV
87113001,87171926,125.03,41,TGV,TGV
87113001,87192039,279.75,84,TGV,TGV
87113001,87212027,395.56,107,TGV,TGV
87113209,87113878,0.96,1,990311,EXPLOITE
87113209,87281899,0.12,1,1306,EXPLOITE
87113217,87113878,0.16,1,957306,EXPLOITE
87113407,87697334,2.45,1,229306,EXPLOITE
87113704,87116111,10.37,7,70000,EXPLOITE
87113712,87113803,1.86,1,959300,EXPLOITE
87113712,87113878,0.55,1,991302,EXPLOITE
87113712,87116111,0.5,1,991301,EXPLOITE
87113712,87271411,8.03,6,958000,EXPLOITE
87113779,87686006,10.33,7,956000,DEC V
87113795,87116038,1.51,1,1606,VS
87113795,87545285,10.44,7,990000,EXPLOITE
87113795,87681809,7.39,5,956000,DEC V
87113803,87113712,1.86,1,959300,EXPLOITE
87113878,87113209,0.96,1,990311,EXPLOITE
87113878,87113217,0.16,1,957306,EXPLOITE
87113878,87113712,0.55,1,991302,EXPLOITE
87113878,87164780,10.11,7,229000,EXPLOITE
87113878,87654798,10.01,7,957000,EXPLOITE
87113878,87697334,9.81,7,990000,EXPLOITE
87116012,87116400,20.86,15,226310,EXPLOITE
87116038,87113795,1.51,1,1606,VS
87116111,87113704,10.37,7,70000,EXPLOITE
87116111,87113712,0.5,1,991301,EXPLOITE
87116111,87116293,5.91,4,70908,EXPLOITE
87116160,87116178,10.14,7,3000,EXPLOITE
87116178,87116160,10.14,7,3000,EXPLOITE
87116210,87116228,10.14,7,2000,EXPLOITE
87116228,87116210,10.14,7,2000,EXPLOITE
87116228,87116269,10.04,7,2000,EXPLOITE
87116244,87116277,10.28,7,2000,EXPLOITE
87116269,87116228,10.04,7,2000,EXPLOITE
87116277,87116244,10.28,7,2000,EXPLOITE
87116285,87116301,3.21,2,2000,EXPLOITE
87116293,87116111,5.91,4,70908,EXPLOITE
87116293,87116319,10.58,7,70000,EXPLOITE
87116293,87116616,30.45,22,5000,EXPLOITE
87116301,87116285,3.21,2,2000,EXPLOITE
87116319,87116293,10.58,7,70000,EXPLOITE
87116327,87271528,10.17,7,226310,EXPLOITE
87116400,87116012,20.86,15,226310,EXPLOITE
87116400,87116491,10.14,7,70000,EXPLOITE
87116400,87116772,9.92,7,71000,EXPLOITE
87116491,87116400,10.14,7,70000,EXPLOITE
87116491,87116509,10.13,7,70000,EXPLOITE
87116491,87116632,10.06,7,72000,EXPLOITE
87116509,87116491,10.13,7,70000,EXPLOITE
87116509,87116517,10.13,7,70000,EXPLOITE
87116517,87116509,10.13,7,70000,EXPLOITE
87116558,87116566,10.04,7,70000,EXPLOITE
87116566,87116558,10.04,7,70000,EXPLOITE
87116566,87116582,10.04,7,70000,EXPLOITE
87116574,87171512,30.19,22,70000,EXPLOITE
87116582,87116566,10.04,7,70000,EXPLOITE
87116582,87116640,21.08,15,5000,EXPLOITE
87116582,87171926,51.83,38,5000,EXPLOITE
87116616,87116293,30.45,22,5000,EXPLOITE
87116616,87116640,10.31,7,5000,EXPLOITE
87116632,87116491,10.06,7,72000,EXPLOITE
87116632,87116640,1.2,1,72311,EXPLOITE
87116640,87116582,21.08,15,5000,EXPLOITE
87116640,87116616,10.31,7,5000,EXPLOITE
87116640,87116632,1.2,1,72311,EXPLOITE
87116665,87116673,10.04,7,72000,EXPLOITE
87116673,87116665,10.04,7,72000,EXPLOITE
87116673,87171330,42.0,31,72000,EXPLOITE
87116731,87111849,10.23,7,70000,EXPLOITE
87116772,87116400,9.92,7,71000,EXPLOITE
87118000,87683318,50.77,38,832000,NEUT
87131961,87743328,14.81,11,884000,EXPLOITE
87131961,87743534,12.93,9,878000,EXPLOITE
87141002,87113001,280.34,90,TGV,TGV
87141002,87141077,0.26,1,78000,VS
87141002,87141119,10.03,7,70000,EXPLOITE
87141002,87141150,26.27,17,TGV,TGV
87141002,87141473,0.01,1,78000,DEC V
87141002,87141481,10.19,7,40000,EXPLOITE
87141002,87144006,60.23,41,TGV,TGV
87141002,87144014,72.86,49,TGV,TGV
87141002,87147322,73.52,34,TGV,TGV
87141002,87171926,169.54,53,TGV,TGV
87141002,87215012,64.66,39,TGV,TGV
87141036,87141044,1.56,1,70331,EXPLOITE
87141036,87175828,10.08,7,70000,EXPLOITE
87141044,87141036,1.56,1,70331,EXPLOITE
87141044,87141051,10.06,7,70000,EXPLOITE
87141044,87141291,43.07,32,32000,EXPLOITE
87141044,87141481,22.66,16,39000,NEUT
87141051,87141044,10.06,7,70000,EXPLOITE
87141051,87141069,10.22,7,70000,EXPLOITE
87141069,87141051,10.22,7,70000,EXPLOITE
87141069,87141085,2.69,2,70336,EXPLOITE
87141077,87141002,0.26,1,78000,VS
87141085,87141069,2.69,2,70336,EXPLOITE
87141101,87141135,0.23,1,39000,EXPLOITE
87141119,87141002,10.03,7,70000,EXPLOITE
87141119,87141523,20.42,15,39000,EXPLOITE
87141135,87141101,0.23,1,39000,EXPLOITE
87141135,87141143,0.21,1,65000,DEC V
87141143,87141135,0.21,1,65000,DEC V
87141143,87141150,10.58,7,70000,EXPLOITE
87141143,87141218,10.09,7,42000,EXPLOITE
87141150,87141002,26.27,19,TGV,TGV
87141150,87141143,10.58,7,70000,EXPLOITE
87141150,87141382,10.33,7,67000,EXPLOITE
87141150,87144014,47.61,34,TGV,TGV
87141150,87215012,44.07,24,TGV,TGV
87141150,87215103,20.11,15,70000,EXPLOITE
87141200,87144055,10.02,7,42000,EXPLOITE
87141218,87141143,10.09,7,42000,EXPLOITE
87141291,87141044,43.07,32,32000,EXPLOITE
87141291,87142125,70.53,52,32000,EXPLOITE
87141374,87141408,10.22,7,67000,EXPLOITE
87141382,87141150,10.33,7,67000,EXPLOITE
87141408,87141374,10.22,7,67000,EXPLOITE
87141416,87141424,10.0,7,67000,EXPLOITE
87141424,87141416,10.0,7,67000,EXPLOITE
87141432,87144642,10.08,7,67000,EXPLOITE
87141473,87141002,0.01,1,78000,DEC V
87141473,87141788,10.08,7,70000,EXPLOITE
87141481,87141002,10.19,7,40000,EXPLOITE
87141481,87141044,22.66,16,39000,NEUT
87141481,87141523,0.46,1,40306,EXPLOITE
87141499,87141507,0.57,1,39306,NEUT
87141507,87141499,0.57,1,39306,NEUT
87141523,87141119,20.42,15,39000,EXPLOITE
87141523,87141481,0.46,1,40306,EXPLOITE
87141788,87141473,10.08,7,70000,EXPLOITE
87141788,87141804,10.12,7,90000,EXPLOITE
87141796,87141820,10.45,7,90000,EXPLOITE
87141804,87141788,10.12,7,90000,EXPLOITE
87141820,87141796,10.45,7,90000,EXPLOITE
87141820,87192435,10.5,7,90000,EXPLOITE
87142000,87142232,16.74,12,20000,EXPLOITE
87142109,87113001,278.62,75,TGV,TGV
87142109,87147322,65.71,18,TGV,TGV
87142109,87171926,161.18,38,TGV,TGV
87142109,87192476,10.06,7,5000,EXPLOITE
87142109,87212027,121.57,37,TGV,TGV
87142125,87141291,70.53,52,32000,EXPLOITE
87142125,87713859,43.68,32,843000,EXPLOITE
87142224,87142240,10.08,7,20000,EXPLOITE
87142232,87142000,16.74,12,20000,EXPLOITE
87142240,87142224,10.08,7,20000,EXPLOITE
87142273,87175091,10.32,7,20000,EXPLOITE
87144006,87141002,60.23,43,TGV,TGV
87144006,87144097,10.06,7,42000,EXPLOITE
87144006,87144121,20.47,15,42000,EXPLOITE
87144006,87144410,10.16,7,60000,EXPLOITE
87144006,87144451,21.43,22,TGV,TGV
87144014,87141002,72.86,54,TGV,TGV
87144014,87141150,47.61,32,TGV,TGV
87144014,87144154,28.25,21,62000,EXPLOITE
87144014,87144345,15.01,11,110000,EXPLOITE
87144014,87144683,9.23,6,67000,EXPLOITE
87144055,87141200,10.02,7,42000,EXPLOITE
87144055,87144063,10.11,7,42000,EXPLOITE
87144063,87144055,10.11,7,42000,EXPLOITE
87144063,87144071,10.13,7,42000,EXPLOITE
87144071,87144063,10.13,7,42000,EXPLOITE
87144097,87144006,10.06,7,42000,EXPLOITE
87144121,87144006,20.47,15,42000,EXPLOITE
87144121,87144147,10.21,7,42000,EXPLOITE
87144147,87144121,10.21,7,42000,EXPLOITE
87144147,87185629,10.0,7,42000,EXPLOITE
87144154,87144014,28.25,21,62000,EXPLOITE
87144154,87144428,20.15,15,62000,EXPLOITE
87144279,87144287,8.47,6,35000,EXPLOITE
87144287,87144279,8.47,6,35000,EXPLOITE
87144345,87144014,15.01,11,110000,EXPLOITE
87144345,87214783,10.09,7,110000,EXPLOITE
87144410,87144006,10.16,7,60000,EXPLOITE
87144428,87144154,20.15,15,62000,EXPLOITE
87144428,87146217,10.04,7,60000,EXPLOITE
87144451,87144006,21.43,21,TGV,TGV
87144451,87146217,3.98,2,60000,EXPLOITE
87144642,87141432,10.08,7,67000,EXPLOITE
87144683,87144014,9.23,6,67000,EXPLOITE
87146217,87144428,10.04,7,60000,EXPLOITE
87146217,87144451,3.98,2,60000,EXPLOITE
87147322,87113001,213.07,60,TGV,TGV
87147322,87141002,73.52,35,TGV,TGV
87147322,87142109,65.71,18,TGV,TGV
87147322,87171645,82.5,61,5000,EXPLOITE
87147322,87171926,96.57,24,TGV,TGV
87147322,87192039,67.6,27,TGV,TGV
87147322,87192435,50.54,37,5000,EXPLOITE
87147322,87212027,185.73,51,TGV,TGV
87159947,87471151,10.15,7,468000,EXPLOITE
87164780,87113878,10.11,7,229000,EXPLOITE
87164780,87271304,0.24,1,1306,EXPLOITE
87164780,87276345,1.25,1,272953,EXPLOITE
87164780,87281873,0.17,1,952000,DEC V
87164780,87381129,0.59,1,952000,FERME ND
87164780,87381137,0.08,1,979000,EXPLOITE
87164780,87381848,8.34,6,962000,EXPLOITE
87164780,87382002,10.11,7,975000,EXPLOITE
87164780,87543207,0.07,1,979000,EXPLOITE
87171009,87113001,128.59,46,TGV,TGV
87171009,87171272,3.32,2,81000,EXPLOITE
87171009,87171462,15.7,9,TGV,TGV
87171009,87171926,5.37,8,TGV,TGV
87171009,87172007,75.9,80,TGV,TGV
87171009,87172270,37.0,20,TGV,TGV
87171009,87417444,1.98,2,TGV,TGV
87171272,87171009,3.32,2,81000,EXPLOITE
87171272,87171629,10.18,7,5000,EXPLOITE
87171272,87171710,10.11,7,82000,EXPLOITE
87171272,87171926,1.45,1,5317,EXPLOITE
87171272,87417444,1.17,1,TGV,TGV
87171330,87116673,42.0,31,72000,EXPLOITE
87171462,87171009,15.7,11,TGV,TGV
87171462,87172270,21.3,12,TGV,TGV
87171512,87116574,30.19,22,70000,EXPLOITE
87171512,87171561,20.35,15,70000,EXPLOITE
87171553,87171579,10.04,7,74000,EXPLOITE
87171553,87174003,30.75,23,70000,EXPLOITE
87171561,87171512,20.35,15,70000,EXPLOITE
87171579,87171553,10.04,7,74000,EXPLOITE
87171587,87171926,10.29,7,74000,EXPLOITE
87171595,87417444,9.26,6,74000,EXPLOITE
87171611,87417444,10.02,7,81000,EXPLOITE
87171629,87171272,10.18,7,5000,EXPLOITE
87171629,87171645,10.2,7,5000,EXPLOITE
87171645,87147322,82.5,61,5000,EXPLOITE
87171645,87171629,10.16,7,81000,EXPLOITE
87171702,87171728,10.04,7,82000,EXPLOITE
87171710,87171272,10.11,7,82000,EXPLOITE
87171728,87171702,10.04,7,82000,EXPLOITE
87171736,87171744,10.4,7,82000,EXPLOITE
87171744,87171736,10.4,7,82000,EXPLOITE
87171751,87171769,10.68,8,82000,EXPLOITE
87171769,87171751,10.68,8,82000,EXPLOITE
87171769,87296178,9.44,7,82000,EXPLOITE
87171926,87111849,96.3,29,TGV,TGV
87171926,87113001,125.03,42,TGV,TGV
87171926,87116582,51.83,38,5000,EXPLOITE
87171926,87141002,169.54,55,TGV,TGV
87171926,87142109,161.18,38,TGV,TGV
87171926,87147322,96.57,24,TGV,TGV
87171926,87171009,5.37,8,TGV,TGV
87171926,87171272,2.92,5,TGV,TGV
87171926,87171587,10.29,7,74000,EXPLOITE
87171926,87174003,38.7,22,TGV,TGV
87171926,87192039,159.08,49,TGV,TGV
87171926,87212027,282.17,71,TGV,TGV
87171926,87271494,106.26,31,TGV,TGV
87171926,87417444,3.67,2,5315,EXPLOITE
87172007,87171009,75.9,80,TGV,TGV
87172007,87172155,1.8,3,TGV,TGV
87172007,87172171,14.57,11,TGV,TGV
87172007,87172213,9.33,10,TGV,TGV
87172007,87172254,16.84,16,TGV,TGV
87172007,87172262,32.61,22,TGV,TGV
87172007,87172270,38.91,28,TGV,TGV
87172114,87172122,0.07,1,200000,VS
87172122,87172114,0.07,1,200000,VS
87172155,87172007,0.56,1,205316,EXPLOITE
87172155,87172189,1.02,1,205311,EXPLOITE
87172155,87172239,10.24,7,204000,EXPLOITE
87172171,87172007,14.57,12,TGV,TGV
87172171,87172262,18.29,13,TGV,TGV
87172189,87172155,4.23,4,TGV,TGV
87172189,87172213,4.03,3,TGV,TGV
87172213,87172007,9.33,10,TGV,TGV
87172213,87172189,4.03,3,TGV,TGV
87172213,87172221,3.54,3,TGV,TGV
87172213,87172239,5.74,6,TGV,TGV
87172221,87172213,3.54,4,TGV,TGV
87172221,87172239,2.25,3,TGV,TGV
87172221,87172254,10.03,7,204000,EXPLOITE
87172239,87172155,10.24,7,204000,EXPLOITE
87172239,87172213,5.74,6,TGV,TGV
87172239,87172221,2.25,3,TGV,TGV
87172239,87172254,4.02,5,TGV,TGV
87172254,87172007,16.84,15,TGV,TGV
87172254,87172221,10.03,7,204000,EXPLOITE
87172254,87172239,4.02,4,TGV,TGV
87172254,87172353,20.07,15,204000,EXPLOITE
87172262,87172007,32.61,22,TGV,TGV
87172262,87172171,18.29,14,TGV,TGV
87172262,87172270,7.83,5,TGV,TGV
87172270,87171009,37.0,21,TGV,TGV
87172270,87171462,21.3,12,TGV,TGV
87172270,87172007,38.91,28,TGV,TGV
87172270,87172262,7.83,5,TGV,TGV
87172353,87172254,20.07,15,204000,EXPLOITE
87172353,87194209,30.6,22,204000,EXPLOITE
87174003,87171553,30.75,23,70000,EXPLOITE
87174003,87171926,38.7,19,TGV,TGV
87174003,87174276,30.61,22,70000,EXPLOITE
87174003,87174409,30.54,22,81000,EXPLOITE
87174276,87174003,31.64,16,TGV,TGV
87174276,87175018,32.23,24,70000,EXPLOITE
87174276,87175042,42.91,24,TGV,TGV
87174409,87174003,30.54,22,81000,EXPLOITE
87175000,87175117,20.14,15,20000,EXPLOITE
87175018,87174276,32.23,24,70000,EXPLOITE
87175018,87175042,20.14,15,70000,EXPLOITE
87175042,87174276,42.91,23,TGV,TGV
87175042,87175018,20.14,15,70000,EXPLOITE
87175042,87175067,10.15,7,70000,EXPLOITE
87175067,87175042,10.15,7,70000,EXPLOITE
87175067,87175240,20.17,15,70000,EXPLOITE
87175091,87142273,10.32,7,20000,EXPLOITE
87175091,87175117,10.16,7,20000,EXPLOITE
87175117,87175000,20.14,15,20000,EXPLOITE
87175117,87175091,10.16,7,20000,EXPLOITE
87175240,87175067,20.17,15,70000,EXPLOITE
87175240,87175257,1.05,1,89306,EXPLOITE
87175240,87192435,40.39,30,89000,EXPLOITE
87175257,87175240,1.05,1,89306,EXPLOITE
87175257,87175828,10.02,7,70000,EXPLOITE
87175778,87175794,20.5,15,85000,EXPLOITE
87175794,87175778,20.5,15,85000,EXPLOITE
87175794,87192666,20.45,15,85000,EXPLOITE
87175828,87141036,10.08,7,70000,EXPLOITE
87175828,87175257,10.02,7,70000,EXPLOITE
87181016,87182139,0.57,1,136000,DEC NV
87181040,87534339,4.19,3,132000,EXPLOITE
87181131,87182568,0.56,1,131000,FERME ND
87181289,87182576,10.04,7,130000,EXPLOITE
87181552,87182345,10.13,7,119000,EXPLOITE
87182014,87212027,63.71,28,TGV,TGV
87182014,87214056,21.98,11,TGV,TGV
87182063,87182071,1.62,1,125306,EXPLOITE
87182063,87182196,0.97,1,1391,EXPLOITE
87182063,87182691,10.08,7,115000,EXPLOITE
87182063,87300822,37.56,22,TGV,TGV
87182071,87182063,1.62,1,125306,EXPLOITE
87182071,87182113,10.14,7,115000,EXPLOITE
87182071,87182840,10.33,7,124000,EXPLOITE
87182089,87472639,9.76,7,125000,EXPLOITE
87182105,87182139,10.17,7,115000,EXPLOITE
87182113,87182071,10.14,7,115000,EXPLOITE
87182113,87182139,4.42,3,135000,FERME MV
87182139,87181016,0.57,1,136000,DEC NV
87182139,87182105,10.17,7,115000,EXPLOITE
87182139,87182113,4.42,3,135000,FERME MV
87182196,87182063,0.97,1,1391,EXPLOITE
87182329,87182337,10.02,7,121000,NEUT
87182329,87182345,4.31,3,121000,NEUT
87182329,87182725,10.05,7,115000,EXPLOITE
87182337,87182329,10.02,7,121000,NEUT
87182337,87182709,10.52,7,115000,EXPLOITE
87182337,87182717,8.93,6,121000,NEUT
87182345,87181552,10.13,7,119000,EXPLOITE
87182345,87182329,4.31,3,121000,NEUT
87182378,87182659,10.1,7,119000,EXPLOITE
87182410,87472639,10.17,7,130000,EXPLOITE
87182568,87181131,0.56,1,131000,FERME ND
87182576,87181289,10.04,7,130000,EXPLOITE
87182584,87182626,10.01,7,130000,EXPLOITE
87182618,87182642,2.09,1,130000,EXPLOITE
87182626,87182584,10.01,7,130000,EXPLOITE
87182642,87182618,2.09,1,130000,EXPLOITE
87182659,87182378,10.1,7,119000,EXPLOITE
87182691,87182063,10.08,7,115000,EXPLOITE
87182691,87182717,0.78,1,122000,VS
87182709,87182337,10.52,7,115000,EXPLOITE
87182717,87182337,8.93,6,121000,NEUT
87182717,87182691,0.78,1,122000,VS
87182725,87182329,10.05,7,115000,EXPLOITE
87182816,87386540,3.99,2,119000,EXPLOITE
87182840,87182071,10.33,7,124000,EXPLOITE
87184002,87184507,7.24,5,852000,EXPLOITE
87184242,87300822,10.02,7,854000,EXPLOITE
87184267,87184424,3.95,2,14000,EXPLOITE
87184275,87184408,2.84,2,14330,EXPLOITE
87184408,87184275,2.84,2,14330,EXPLOITE
87184424,87184267,3.95,2,14000,EXPLOITE
87184424,87184440,10.06,7,854000,EXPLOITE
87184440,87184424,10.06,7,854000,EXPLOITE
87184507,87184002,7.24,5,852000,EXPLOITE
87184507,87184531,10.04,7,852000,EXPLOITE
87184507,87300822,10.89,8,14000,EXPLOITE
87184507,87710731,70.96,53,14000,EXPLOITE
87184523,87184556,10.06,7,852000,EXPLOITE
87184531,87184507,10.04,7,852000,EXPLOITE
87184556,87184523,10.06,7,852000,EXPLOITE
87184556,87184572,10.03,7,852000,EXPLOITE
87184572,87184556,10.03,7,852000,EXPLOITE
87184572,87184622,10.12,7,852000,EXPLOITE
87184622,87184572,10.12,7,852000,EXPLOITE
87184622,87718460,20.13,15,852000,EXPLOITE
87185249,87185595,13.36,10,42000,EXPLOITE
87185595,87185249,13.36,10,42000,EXPLOITE
87185595,87185629,20.55,15,42000,EXPLOITE
87185629,87144147,10.0,7,42000,EXPLOITE
87185629,87185595,20.55,15,42000,EXPLOITE
87191007,87191130,2.33,1,198300,EXPLOITE
87191007,87192039,27.18,21,TGV,TGV
87191106,87192070,10.07,7,180000,EXPLOITE
87191106,87192088,2.51,1,180606,VS
87191114,87191130,2.32,1,180000,EXPLOITE
87191130,87191007,2.33,1,198300,EXPLOITE
87191130,87191114,2.32,1,180000,EXPLOITE
87191130,87191742,1.17,1,85306,EXPLOITE
87191239,87194357,20.12,15,204000,EXPLOITE
87191742,87191130,1.17,1,85306,EXPLOITE
87191742,87192088,10.08,7,180000,EXPLOITE
87192039,87113001,279.75,85,TGV,TGV
87192039,87147322,67.6,27,TGV,TGV
87192039,87171926,159.08,48,TGV,TGV
87192039,87191007,27.18,18,TGV,TGV
87192039,87192088,2.29,1,86000,NEUT
87192039,87192203,3.72,2,191300,EXPLOITE
87192039,87192401,2.42,1,86000,DEC NV
87192039,87215012,76.19,46,TGV,TGV
87192070,87191106,10.07,7,180000,EXPLOITE
87192070,87192203,0.3,1,99000,EXPLOITE
87192088,87191106,2.51,1,180606,VS
87192088,87191742,10.08,7,180000,EXPLOITE
87192088,87192039,2.29,1,86000,NEUT
87192203,87192039,3.72,2,191300,EXPLOITE
87192203,87192070,9.01,6,192000,EXPLOITE
87192203,87192229,10.06,7,140000,EXPLOITE
87192203,87192401,3.89,2,99000,NEUT
87192211,87192237,10.06,7,140000,EXPLOITE
87192229,87192203,10.06,7,140000,EXPLOITE
87192229,87193383,10.21,7,172000,EXPLOITE
87192237,87192211,10.06,7,140000,EXPLOITE
87192286,87192302,10.34,7,140000,EXPLOITE
87192286,87193383,20.1,15,140000,EXPLOITE
87192302,87192286,10.34,7,140000,EXPLOITE
87192302,87215335,23.02,17,5000,EXPLOITE
87192401,87192039,2.42,1,86000,DEC NV
87192401,87192203,3.89,2,99000,NEUT
87192401,87192427,10.39,7,89000,EXPLOITE
87192419,87192435,10.08,7,89000,EXPLOITE
87192419,87192468,3.1,2,90000,EXPLOITE
87192427,87192401,10.39,7,89000,EXPLOITE
87192427,87192435,11.12,8,95000,EXPLOITE
87192427,87192468,0.97,1,95000,EXPLOITE
87192435,87141820,10.5,7,90000,EXPLOITE
87192435,87147322,50.54,37,5000,EXPLOITE
87192435,87175240,40.39,30,89000,EXPLOITE
87192435,87192419,10.08,7,89000,EXPLOITE
87192435,87192427,11.12,8,95000,EXPLOITE
87192435,87192724,20.42,15,95000,EXPLOITE
87192468,87192419,3.1,2,90000,EXPLOITE
87192468,87192427,0.97,1,95000,EXPLOITE
87192468,87192476,3.57,2,5340,EXPLOITE
87192476,87142109,10.06,7,5000,EXPLOITE
87192476,87192468,3.57,2,5340,EXPLOITE
87192658,87192666,20.06,15,95000,EXPLOITE
87192658,87194274,20.32,15,95000,EXPLOITE
87192658,87194357,19.54,14,218000,NEUT
87192666,87175794,20.45,15,85000,EXPLOITE
87192666,87192658,20.06,15,95000,EXPLOITE
87192724,87192435,20.42,15,95000,EXPLOITE
87193003,87193276,10.62,7,172000,EXPLOITE
87193250,87193318,10.09,7,172000,EXPLOITE
87193250,87193540,10.06,7,159000,EXPLOITE
87193276,87193003,10.62,7,172000,EXPLOITE
87193276,87193516,10.1,7,159000,EXPLOITE
87193318,87193250,10.09,7,172000,EXPLOITE
87193318,87193342,10.02,7,172000,EXPLOITE
87193342,87193318,10.02,7,172000,EXPLOITE
87193359,87193383,6.91,5,172000,EXPLOITE
87193383,87192229,10.21,7,172000,EXPLOITE
87193383,87192286,20.1,15,140000,EXPLOITE
87193383,87193359,6.91,5,172000,EXPLOITE
87193516,87193276,10.1,7,159000,EXPLOITE
87193524,87193615,10.01,7,159000,EXPLOITE
87193540,87193250,10.06,7,159000,EXPLOITE
87193615,87193524,10.01,7,159000,EXPLOITE
87193615,87215632,13.12,9,161000,EXPLOITE
87193664,87215665,10.08,7,161000,EXPLOITE
87194001,87194274,20.15,15,202000,EXPLOITE
87194209,87172353,30.6,22,204000,EXPLOITE
87194209,87194274,20.24,15,204000,EXPLOITE
87194274,87192658,20.32,15,95000,EXPLOITE
87194274,87194001,20.15,15,202000,EXPLOITE
87194274,87194209,20.24,15,204000,EXPLOITE
87194274,87194357,20.05,15,204000,EXPLOITE
87194357,87191239,20.12,15,204000,EXPLOITE
87194357,87192658,19.54,14,218000,NEUT
87194357,87194274,20.05,15,204000,EXPLOITE
87208553,87721001,10.11,7,782000,EXPLOITE
87212027,87113001,395.56,106,TGV,TGV
87212027,87142109,121.57,36,TGV,TGV
87212027,87147322,185.73,49,TGV,TGV
87212027,87171926,282.17,69,TGV,TGV
87212027,87182014,63.71,31,TGV,TGV
87212027,87212225,32.6,22,TGV,TGV
87212027,87212308,0.89,1,110306,EXPLOITE
87212027,87214056,42.03,19,TGV,TGV
87212100,87212175,15.7,11,5000,EXPLOITE
87212100,87338525,0.09,1,139301,NEUT
87212118,87212308,10.21,7,70000,EXPLOITE
87212118,87213611,10.47,7,146000,EXPLOITE
87212134,87212159,10.2,7,70000,EXPLOITE
87212159,87212134,10.2,7,70000,EXPLOITE
87212159,87213165,10.11,7,161000,EXPLOITE
87212167,87212175,10.47,7,70000,EXPLOITE
87212167,87212209,10.13,7,5000,EXPLOITE
87212175,87212100,15.7,11,5000,EXPLOITE
87212175,87212167,10.47,7,70000,EXPLOITE
87212183,87212225,10.34,7,70000,EXPLOITE
87212183,87215012,23.74,17,5000,EXPLOITE
87212191,87212266,10.66,7,115000,EXPLOITE
87212191,87212308,0.55,1,70346,EXPLOITE
87212191,87212324,10.77,8,145000,EXPLOITE
87212191,87214536,10.2,7,110000,EXPLOITE
87212209,87212167,10.13,7,5000,EXPLOITE
87212225,87212027,32.6,26,TGV,TGV
87212225,87212183,10.34,7,70000,EXPLOITE
87212225,87215012,22.69,15,TGV,TGV
87212225,87215160,10.04,7,70000,EXPLOITE
87212266,87212191,10.66,7,115000,EXPLOITE
87212274,87214148,10.1,7,115000,EXPLOITE
87212308,87212027,0.89,1,110306,EXPLOITE
87212308,87212118,10.21,7,70000,EXPLOITE
87212308,87212191,0.55,1,70346,EXPLOITE
87212316,87212332,10.33,7,145000,EXPLOITE
87212324,87212191,10.77,8,145000,EXPLOITE
87212332,87212316,10.33,7,145000,EXPLOITE
87212340,87212357,10.07,7,145000,EXPLOITE
87212357,87212340,10.07,7,145000,EXPLOITE
87212365,87212407,5.72,4,150000,NEUT
87212365,87212415,4.58,3,150000,VS
87212373,87213603,6.99,5,150000,NEUT
87212407,87212365,5.72,4,150000,NEUT
87212415,87212365,4.58,3,150000,VS
87212431,87212456,10.38,7,145000,EXPLOITE
87212449,87212464,4.69,3,145000,EXPLOITE
87212456,87212431,10.38,7,145000,EXPLOITE
87212464,87212449,4.69,3,145000,EXPLOITE
87213058,87213207,3.77,2,160000,NEUT
87213058,87213678,10.53,7,146000,EXPLOITE
87213108,87213207,10.06,7,159000,EXPLOITE
87213108,87213413,10.24,7,146000,EXPLOITE
87213108,87213603,0.4,1,150000,VS
87213108,87213611,7.77,5,150000,EXPLOITE
87213165,87212159,10.11,7,161000,EXPLOITE
87213165,87213207,10.03,7,160000,NEUT
87213165,87213785,10.14,7,161000,EXPLOITE
87213207,87213058,3.77,2,160000,NEUT
87213207,87213108,10.06,7,159000,EXPLOITE
87213207,87213165,10.03,7,160000,NEUT
87213207,87213223,10.05,7,159000,EXPLOITE
87213223,87213207,10.05,7,159000,EXPLOITE
87213249,87213256,1.81,1,159000,EXPLOITE
87213256,87213249,1.81,1,159000,EXPLOITE
87213405,87213447,10.49,7,146000,EXPLOITE
87213413,87213108,10.24,7,146000,EXPLOITE
87213421,87213462,10.13,7,146000,EXPLOITE
87213447,87213405,10.49,7,146000,EXPLOITE
87213462,87213421,10.13,7,146000,EXPLOITE
87213462,87213470,4.38,3,146000,EXPLOITE
87213470,87213462,4.38,3,146000,EXPLOITE
87213603,87212373,6.99,5,150000,NEUT
87213603,87213108,0.4,1,150000,VS
